month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Full Address,Latitude,Longitude,nearest_bus_stop_distance,nearest_mrt_distance,nearest_mall_distance,nearest_school_distance,bus_stop_count,mrt_count,mall_count,school_count
2017-06,TAMPINES,5 ROOM,167A,SIMEI LANE,04 TO 06,111,DBSS,2011,92 years 09 months,740000,167A SIMEI LANE,1.3435657,103.959402,177.19978279785371,,,,19,0,0,0
2017-06,TAMPINES,5 ROOM,168B,SIMEI LANE,10 TO 12,107,DBSS,2011,92 years 08 months,752000,168B SIMEI LANE,1.342612,103.9587681,111.68580505447011,,,,16,0,0,0
2017-06,TAMPINES,EXECUTIVE,497J,TAMPINES ST 45,04 TO 06,144,Premium Apartment,1996,78 years,580000,497J TAMPINES ST 45,1.3592642,103.959504,96.84072511098086,,,327.0346838463922,14,0,0,2
2017-06,TAMPINES,EXECUTIVE,495F,TAMPINES ST 43,07 TO 09,146,Apartment,1994,75 years 07 months,600000,495F TAMPINES ST 43,1.3644208,103.9529403,248.49146766507172,,,491.22862549004304,6,0,0,4
2017-06,TAMPINES,EXECUTIVE,892,TAMPINES AVE 8,01 TO 03,144,Maisonette,1997,78 years 07 months,610000,892 TAMPINES AVE 8,1.3490128,103.9292428,93.62161839510738,,,174.15612844928324,11,0,0,1
2017-06,TAMPINES,EXECUTIVE,497D,TAMPINES ST 45,07 TO 09,144,Premium Apartment,1996,78 years,625000,497D TAMPINES ST 45,1.3588343,103.9590753,43.893683124459216,,,311.9746408048093,14,0,0,3
2017-06,TAMPINES,EXECUTIVE,874A,TAMPINES ST 84,07 TO 09,146,Maisonette,1989,70 years 08 months,640000,874A TAMPINES ST 84,1.3530901,103.9322429,23.038019043540466,,,139.13781038746095,16,0,0,2
2017-06,TAMPINES,EXECUTIVE,105,SIMEI ST 1,01 TO 03,154,Maisonette,1988,69 years 09 months,680000,105 SIMEI ST 1,1.3409246,103.9507425,81.71080894501593,384.984723629191,324.7461390211141,212.5435895889509,11,1,2,2
2017-06,TAMPINES,EXECUTIVE,856B,TAMPINES ST 82,01 TO 03,145,Apartment,1995,77 years 05 months,708000,856B TAMPINES ST 82,1.3531103,103.9376999,300.313561176247,,,373.1249259271293,15,0,0,3
2017-06,TAMPINES,EXECUTIVE,226,SIMEI ST 4,10 TO 12,146,Maisonette,1988,69 years 11 months,740000,226 SIMEI ST 4,1.342532,103.9570125,88.92319580192962,411.7017984316,398.90187300720976,522.552303837676,18,1,2,1
2017-07,TAMPINES,3 ROOM,829,TAMPINES ST 81,01 TO 03,67,New Generation,1986,68 years 02 months,293000,829 TAMPINES ST 81,1.349221,103.9349143,112.38554573312898,,,220.3892722768795,19,0,0,6
2017-07,TAMPINES,3 ROOM,417,TAMPINES ST 41,07 TO 09,60,Improved,1985,67 years 06 months,298000,417 TAMPINES ST 41,1.3587809,103.9472759,21.950610095417034,,,207.7663165229049,12,0,0,4
2017-07,TAMPINES,3 ROOM,884,TAMPINES ST 83,07 TO 09,74,Model A,1988,69 years 11 months,302000,884 TAMPINES ST 83,1.3515328,103.9328055,95.09685130124242,,,200.78727614956492,18,0,0,4
2017-07,TAMPINES,3 ROOM,824,TAMPINES ST 81,04 TO 06,67,New Generation,1988,69 years 07 months,303000,824 TAMPINES ST 81,1.3490374,103.9327149,95.0461235458416,,,306.4293739599267,18,0,0,4
2017-07,TAMPINES,3 ROOM,277,TAMPINES ST 22,01 TO 03,74,Model A,1985,66 years 07 months,305000,277 TAMPINES ST 22,1.3472782,103.9511935,166.61536906745016,,487.32025759773603,168.58062208277434,12,0,2,4
2017-07,TAMPINES,3 ROOM,813,TAMPINES ST 81,04 TO 06,73,Model A,1984,66 years 01 month,308000,813 TAMPINES ST 81,1.3469508,103.9364162,147.91791607832414,,,272.7656459734186,15,0,0,4
2017-07,TAMPINES,3 ROOM,827,TAMPINES ST 81,04 TO 06,67,New Generation,1987,68 years 10 months,308000,827 TAMPINES ST 81,1.3497215,103.9337192,30.774206085251947,,,354.88273103942083,22,0,0,4
2017-07,TAMPINES,3 ROOM,807,TAMPINES AVE 4,07 TO 09,73,Model A,1984,65 years 09 months,310000,807 TAMPINES AVE 4,1.3458662,103.9360934,23.709322188234314,,,397.55712089752393,14,0,0,4
2017-07,TAMPINES,3 ROOM,419,TAMPINES ST 41,10 TO 12,64,Simplified,1985,67 years 05 months,310000,419 TAMPINES ST 41,1.3578325,103.9467269,103.15025102601855,511.2488604827611,444.4500228383482,260.75000820966005,15,1,1,4
2017-07,TAMPINES,3 ROOM,105,TAMPINES ST 11,04 TO 06,75,Model A,1982,64 years 05 months,310000,105 TAMPINES ST 11,1.3480931,103.9471776,174.2697408259399,,,272.7206566313374,8,0,0,6
2017-07,TAMPINES,3 ROOM,437,TAMPINES ST 43,04 TO 06,74,Model A,1986,68 years 01 month,313800,437 TAMPINES ST 43,1.3599662,103.9515878,113.28526829745967,,,289.31325480118426,16,0,0,4
2017-07,TAMPINES,3 ROOM,138,TAMPINES ST 11,01 TO 03,76,Model A,1984,65 years 06 months,315000,138 TAMPINES ST 11,1.3455045,103.9455884,177.14636795247185,,,379.41938066185065,4,0,0,2
2017-07,TAMPINES,3 ROOM,826,TAMPINES ST 81,01 TO 03,67,New Generation,1987,68 years 10 months,315000,826 TAMPINES ST 81,1.3493396,103.9336108,65.55374495371107,,,364.84383565762636,22,0,0,4
2017-07,TAMPINES,3 ROOM,295,TAMPINES ST 22,04 TO 06,73,Model A,1984,65 years 09 months,320000,295 TAMPINES ST 22,1.3507805,103.9549996,217.50100638897564,,,417.03315538046223,15,0,0,4
2017-07,TAMPINES,3 ROOM,824,TAMPINES ST 81,01 TO 03,83,New Generation,1988,69 years 07 months,325000,824 TAMPINES ST 81,1.3490374,103.9327149,95.0461235458416,,,306.4293739599267,18,0,0,4
2017-07,TAMPINES,3 ROOM,924,TAMPINES ST 91,10 TO 12,73,Model A,1983,65 years 04 months,338000,924 TAMPINES ST 91,1.346791,103.940777,201.2626583174125,,,138.04335416059425,10,0,0,6
2017-07,TAMPINES,3 ROOM,231,TAMPINES ST 21,04 TO 06,67,New Generation,1985,66 years 06 months,348000,231 TAMPINES ST 21,1.3559412,103.9491704,164.8168809580839,,495.3745418977649,144.0650627673009,23,0,1,5
2017-07,TAMPINES,3 ROOM,421,TAMPINES ST 41,10 TO 12,74,Model A,1985,66 years 11 months,360000,421 TAMPINES ST 41,1.3575186,103.9475363,88.29149909292913,571.3427702037197,460.13276022007744,183.04255244085576,17,1,1,4
2017-07,TAMPINES,3 ROOM,250,TAMPINES ST 21,07 TO 09,74,Model A,1984,66 years 05 months,365000,250 TAMPINES ST 21,1.3523186,103.948458,106.11881875754959,393.152781233209,412.77627809756797,216.96546108243865,14,1,3,6
2017-07,TAMPINES,3 ROOM,877,TAMPINES ST 84,10 TO 12,74,Model A,1988,70 years,375000,877 TAMPINES ST 84,1.3525174,103.9315467,78.61489244372284,,,229.27006306823452,17,0,0,2
2017-07,TAMPINES,3 ROOM,269,TAMPINES ST 21,07 TO 09,79,Model A,1984,65 years 08 months,385000,269 TAMPINES ST 21,1.3507454,103.9480244,195.02957894813807,437.6240529706334,411.65072350982007,317.23326849284325,13,1,3,7
2017-07,TAMPINES,3 ROOM,157,TAMPINES ST 12,10 TO 12,82,New Generation,1985,66 years 06 months,395000,157 TAMPINES ST 12,1.3510733,103.9450039,154.4874047415708,254.52420021844736,158.24635579351977,136.75047321800744,13,2,3,3
2017-07,TAMPINES,4 ROOM,340,TAMPINES ST 33,01 TO 03,111,Model A,1995,77 years 05 months,378000,340 TAMPINES ST 33,1.3511457,103.9597877,149.42464212834733,,,315.5686479070526,9,0,0,2
2017-07,TAMPINES,4 ROOM,351,TAMPINES ST 33,07 TO 09,105,Model A,1996,77 years 10 months,385000,351 TAMPINES ST 33,1.3529568,103.9630674,54.55533722211839,,,125.11015371507713,8,0,0,3
2017-07,TAMPINES,4 ROOM,871A,TAMPINES ST 84,01 TO 03,104,Model A,1989,70 years 10 months,385000,871A TAMPINES ST 84,1.3545684,103.9318848,47.56118866449863,,,232.85415606231822,14,0,0,3
2017-07,TAMPINES,4 ROOM,113,SIMEI ST 1,10 TO 12,84,Simplified,1988,69 years 08 months,388000,113 SIMEI ST 1,1.3428543,103.9498804,173.05438901212887,390.21533387571117,348.4273477592989,400.1611620713094,12,1,2,3
2017-07,TAMPINES,4 ROOM,112,SIMEI ST 1,07 TO 09,84,Simplified,1988,69 years 06 months,390000,112 SIMEI ST 1,1.3431096,103.9495596,217.32193211117612,424.25611682475727,385.81304730322404,364.21202024510876,12,1,2,3
2017-07,TAMPINES,4 ROOM,275,TAMPINES ST 22,01 TO 03,103,Model A,1985,66 years 06 months,390000,275 TAMPINES ST 22,1.347813,103.9504093,138.0643289898296,,,157.36430745620694,12,0,0,4
2017-07,TAMPINES,4 ROOM,317,TAMPINES ST 33,07 TO 09,107,Model A,1995,77 years 01 month,390000,317 TAMPINES ST 33,1.351538,103.9568979,218.88521368957717,,,327.46493207868394,14,0,0,1
2017-07,TAMPINES,4 ROOM,345,TAMPINES ST 33,07 TO 09,110,Model A,1996,77 years 11 months,395000,345 TAMPINES ST 33,1.3519188,103.9622669,118.32064185168197,,,124.73662646845482,7,0,0,3
2017-07,TAMPINES,4 ROOM,487B,TAMPINES ST 45,01 TO 03,105,Model A,1989,71 years 04 months,395000,487B TAMPINES ST 45,1.3602652,103.9583724,74.88484889912877,,,303.15572249252165,18,0,0,2
2017-07,TAMPINES,4 ROOM,834,TAMPINES ST 82,01 TO 03,89,Simplified,1985,67 years 01 month,400000,834 TAMPINES ST 82,1.3502346,103.9357645,170.17029369252336,,,137.8109406799457,16,0,0,5
2017-07,TAMPINES,4 ROOM,811,TAMPINES AVE 4,04 TO 06,91,New Generation,1985,66 years 08 months,403000,811 TAMPINES AVE 4,1.3465617,103.93734,116.63529191919365,,,254.94305026305386,11,0,0,4
2017-07,TAMPINES,4 ROOM,138,SIMEI ST 1,07 TO 09,84,Simplified,1988,70 years,405000,138 SIMEI ST 1,1.3472181,103.9569005,97.12359367738118,,,,11,0,0,0
2017-07,TAMPINES,4 ROOM,159,TAMPINES ST 12,01 TO 03,92,New Generation,1984,65 years 11 months,405000,159 TAMPINES ST 12,1.3510413,103.9460515,217.14951892018377,279.46120381749915,215.1113541038446,235.13398727776553,14,1,3,5
2017-07,TAMPINES,4 ROOM,348,TAMPINES ST 33,07 TO 09,109,Model A,1996,77 years 10 months,410000,348 TAMPINES ST 33,1.3525256,103.9633669,99.20601383295954,,,166.78305883660786,6,0,0,3
2017-07,TAMPINES,4 ROOM,859A,TAMPINES AVE 5,04 TO 06,104,Model A,1988,69 years 08 months,410000,859A TAMPINES AVE 5,1.3550631,103.9380572,139.3532585964254,543.9784931021363,,436.7264406219099,17,1,0,3
2017-07,TAMPINES,4 ROOM,287,TAMPINES ST 22,04 TO 06,102,Model A,1984,66 years,410000,287 TAMPINES ST 22,1.3491743,103.9542501,82.69558288816927,,,315.1484366172095,11,0,0,3
2017-07,TAMPINES,4 ROOM,450C,TAMPINES ST 42,01 TO 03,106,Model A,1996,78 years 02 months,410000,450C TAMPINES ST 42,1.3571354,103.9522522,134.90487551739366,,,332.90078951227895,16,0,0,5
2017-07,TAMPINES,4 ROOM,876,TAMPINES ST 84,10 TO 12,108,Model A,1988,70 years,410000,876 TAMPINES ST 84,1.3530754,103.9313181,81.58222633714996,,,241.86706359186906,16,0,0,2
2017-07,TAMPINES,4 ROOM,845,TAMPINES ST 83,01 TO 03,105,Model A,1987,69 years 05 months,420000,845 TAMPINES ST 83,1.3521826,103.9349268,126.85660158772558,,,196.67725882271165,21,0,0,4
2017-07,TAMPINES,4 ROOM,448,TAMPINES ST 42,07 TO 09,105,Model A,1985,66 years 07 months,420000,448 TAMPINES ST 42,1.357407,103.9509961,66.48203359173196,,,193.78127619941952,18,0,0,4
2017-07,TAMPINES,4 ROOM,280,TAMPINES ST 22,01 TO 03,102,Model A,1984,66 years,425000,280 TAMPINES ST 22,1.3475352,103.9517028,149.60143700884146,,484.2934779018977,140.76506315762444,13,0,2,4
2017-07,TAMPINES,4 ROOM,409,TAMPINES ST 41,10 TO 12,84,Simplified,1986,68 years 04 months,425000,409 TAMPINES ST 41,1.3591558,103.9451405,246.2052060662141,500.1055277155736,551.354953378054,447.6884727584622,9,1,1,3
2017-07,TAMPINES,4 ROOM,724,TAMPINES ST 71,07 TO 09,103,Model A,1997,79 years 01 month,425000,724 TAMPINES ST 71,1.3568423,103.9349512,144.49489295034329,,,156.63178256470718,17,0,0,2
2017-07,TAMPINES,4 ROOM,735,TAMPINES ST 72,04 TO 06,100,Model A,1997,79 years 05 months,425000,735 TAMPINES ST 72,1.3595758,103.9341558,93.14056195211325,,,225.24481388834064,15,0,0,1
2017-07,TAMPINES,4 ROOM,863A,TAMPINES ST 83,04 TO 06,104,Model A,1988,69 years 06 months,425000,863A TAMPINES ST 83,1.3554642,103.9366661,62.37734318470753,,,317.68716381979993,13,0,0,2
2017-07,TAMPINES,4 ROOM,874,TAMPINES ST 84,10 TO 12,104,Model A,1989,70 years 08 months,425000,874 TAMPINES ST 84,1.3537126,103.9319448,65.60791447858006,,,180.2698066051344,16,0,0,2
2017-07,TAMPINES,4 ROOM,123,SIMEI ST 1,01 TO 03,104,Model A,1988,70 years 04 months,426000,123 SIMEI ST 1,1.3453066,103.953188,68.38883584974651,235.136534726689,195.29862130215352,430.4155712189492,15,1,2,4
2017-07,TAMPINES,4 ROOM,450A,TAMPINES ST 42,07 TO 09,105,Model A,1996,78 years 05 months,430000,450A TAMPINES ST 42,1.3583607,103.9522522,103.84406875560192,,,354.9970481680336,17,0,0,5
2017-07,TAMPINES,4 ROOM,726,TAMPINES ST 71,10 TO 12,103,Model A,1997,79 years 01 month,430000,726 TAMPINES ST 71,1.3569844,103.9358874,86.36519181622711,,,130.08640205851384,18,0,0,2
2017-07,TAMPINES,4 ROOM,732,TAMPINES ST 71,13 TO 15,103,Model A,1997,78 years 11 months,438000,732 TAMPINES ST 71,1.3575587,103.9343204,95.12253913832036,,,151.8294285252156,17,0,0,2
2017-07,TAMPINES,4 ROOM,102,SIMEI ST 1,01 TO 03,104,Model A,1988,70 years 04 months,438888,102 SIMEI ST 1,1.3413472,103.9513551,78.77940598967218,302.9315274437511,242.44597249106178,184.04525304919565,12,1,2,2
2017-07,TAMPINES,4 ROOM,861A,TAMPINES AVE 5,10 TO 12,104,Model A,1988,70 years 02 months,455000,861A TAMPINES AVE 5,1.3546867,103.9372845,137.44409222333672,,,424.61686110177163,14,0,0,3
2017-07,TAMPINES,4 ROOM,286,TAMPINES ST 22,10 TO 12,103,Model A,1984,65 years 11 months,455000,286 TAMPINES ST 22,1.3495367,103.9529882,64.29916807666193,,,190.93236466477038,15,0,0,4
2017-07,TAMPINES,4 ROOM,107,TAMPINES ST 11,07 TO 09,103,Model A,1984,66 years 03 months,460000,107 TAMPINES ST 11,1.3483642,103.9481587,145.96295276354294,,,238.9187571552876,11,0,0,6
2017-07,TAMPINES,4 ROOM,120,SIMEI ST 1,04 TO 06,104,Model A,1988,69 years 11 months,460000,120 SIMEI ST 1,1.3448887,103.9532413,22.270091173742507,188.59682151647417,149.017195011435,474.59474426513674,14,1,2,4
2017-07,TAMPINES,4 ROOM,141,TAMPINES ST 12,01 TO 03,104,Model A,1984,66 years 02 months,460000,141 TAMPINES ST 12,1.348249,103.9449207,30.87441151300491,,468.424151109205,179.60407835909655,8,0,2,3
2017-07,TAMPINES,4 ROOM,277,TAMPINES ST 22,07 TO 09,108,Model A,1985,66 years 07 months,463000,277 TAMPINES ST 22,1.3472782,103.9511935,166.61536906745016,,487.32025759773603,168.58062208277434,12,0,2,4
2017-07,TAMPINES,4 ROOM,864,TAMPINES ST 83,10 TO 12,104,Model A,1988,70 years,465000,864 TAMPINES ST 83,1.3550638,103.935733,75.63380926896751,,,322.96533965520035,17,0,0,3
2017-07,TAMPINES,4 ROOM,936,TAMPINES AVE 5,07 TO 09,104,Model A,1988,70 years 03 months,468000,936 TAMPINES AVE 5,1.346482,103.9416998,197.50825381520247,,,246.0603090856835,8,0,0,5
2017-07,TAMPINES,4 ROOM,136,SIMEI ST 1,07 TO 09,84,Simplified,1988,70 years 02 months,472000,136 SIMEI ST 1,1.3479361,103.9563398,168.93489709954306,,,552.6670846264203,10,0,0,1
2017-07,TAMPINES,4 ROOM,162,SIMEI RD,04 TO 06,104,Model A,1989,70 years 08 months,477500,162 SIMEI RD,1.3457194,103.9599349,223.02732931471024,,,,14,0,0,0
2017-07,TAMPINES,4 ROOM,242,TAMPINES ST 21,04 TO 06,93,New Generation,1984,66 years 04 months,480000,242 TAMPINES ST 21,1.3540388,103.9465838,48.915764568038085,182.3539017481659,167.77820852636057,218.00505517996888,17,2,3,6
2017-07,TAMPINES,4 ROOM,244,SIMEI ST 5,01 TO 03,105,Model A,1997,78 years 06 months,483000,244 SIMEI ST 5,1.3438114,103.9545032,162.49044618577014,143.61939350061178,105.22877757606905,423.6872125842919,18,1,2,2
2017-07,TAMPINES,4 ROOM,107,SIMEI ST 1,07 TO 09,104,Model A,1988,70 years 04 months,500000,107 SIMEI ST 1,1.3421611,103.9504899,91.56160526620351,340.15120597204043,288.52377604668305,315.6507384813971,11,1,2,3
2017-07,TAMPINES,4 ROOM,508,TAMPINES CTRL 1,01 TO 03,105,Model A,1989,71 years 04 months,508000,508 TAMPINES CTRL 1,1.3546477,103.9455493,123.67739659448678,150.0728710083924,74.14688063435901,333.993323930899,18,2,3,4
2017-07,TAMPINES,4 ROOM,249,TAMPINES ST 21,10 TO 12,108,Model A,1984,66 years 02 months,515000,249 TAMPINES ST 21,1.3518684,103.9484633,127.83104963997758,411.22514857364683,418.5053845158767,266.7035297687776,15,1,3,6
2017-07,TAMPINES,4 ROOM,518A,TAMPINES CTRL 7,04 TO 06,92,DBSS,2008,90 years 05 months,570000,518A TAMPINES CTRL 7,1.3563719,103.9383845,78.20859726037246,523.3060497545333,,368.0799328511624,13,1,0,1
2017-07,TAMPINES,4 ROOM,936,TAMPINES AVE 5,07 TO 09,104,Model A,1988,70 years 03 months,468000,936 TAMPINES AVE 5,1.346482,103.9416998,197.50825381520247,,,246.0603090856835,8,0,0,5
2017-07,TAMPINES,5 ROOM,288,TAMPINES ST 22,01 TO 03,139,Model A,1984,66 years 02 months,445000,288 TAMPINES ST 22,1.3488528,103.9547046,143.55049473753672,,,362.8084614991955,12,0,0,3
2017-07,TAMPINES,5 ROOM,494C,TAMPINES ST 43,04 TO 06,123,Improved,1993,75 years,450000,494C TAMPINES ST 43,1.3637034,103.9525751,176.13741778750432,,,463.09102770273597,9,0,0,4
2017-07,TAMPINES,5 ROOM,368,TAMPINES ST 34,04 TO 06,122,Improved,1997,78 years 10 months,460000,368 TAMPINES ST 34,1.3584746,103.9612885,204.49842318922728,,,213.33429800268578,13,0,0,2
2017-07,TAMPINES,5 ROOM,496D,TAMPINES AVE 9,10 TO 12,126,Improved,1993,74 years 11 months,470000,496D TAMPINES AVE 9,1.3614982,103.9501211,143.16309556876016,,,155.49428966695484,7,0,0,3
2017-07,TAMPINES,5 ROOM,230B,TAMPINES ST 24,01 TO 03,125,Improved,1993,74 years 11 months,489000,230B TAMPINES ST 24,1.3553985,103.9507339,41.38455172439181,,,261.34928465416056,18,0,0,5
2017-07,TAMPINES,5 ROOM,496C,TAMPINES ST 43,07 TO 09,134,Model A,1993,75 years,500000,496C TAMPINES ST 43,1.3621524,103.950374,207.16397325592163,,,226.93745034654825,5,0,0,2
2017-07,TAMPINES,5 ROOM,486A,TAMPINES AVE 9,10 TO 12,127,Improved,1993,75 years 02 months,505000,486A TAMPINES AVE 9,1.3597657,103.9574163,87.26408188761648,,,230.0557592788078,17,0,0,2
2017-07,TAMPINES,5 ROOM,718,TAMPINES ST 72,04 TO 06,120,Improved,1997,78 years 09 months,505000,718 TAMPINES ST 72,1.359087,103.9355444,135.81291509574174,,,107.41093863611377,14,0,0,1
2017-07,TAMPINES,5 ROOM,149,SIMEI ST 1,01 TO 03,122,Improved,1988,69 years 09 months,510000,149 SIMEI ST 1,1.3458888,103.9560258,62.21416847564229,420.08384161537515,372.35222834066576,601.8046060384931,18,1,2,1
2017-07,TAMPINES,5 ROOM,843,TAMPINES ST 83,04 TO 06,122,Improved,1988,69 years 06 months,513000,843 TAMPINES ST 83,1.3518792,103.9346909,136.80424861281284,,,199.34069539141402,20,0,0,4
2017-07,TAMPINES,5 ROOM,936,TAMPINES AVE 5,10 TO 12,122,Improved,1988,70 years 03 months,523000,936 TAMPINES AVE 5,1.346482,103.9416998,197.50825381520247,,,246.0603090856835,8,0,0,5
2017-07,TAMPINES,5 ROOM,804,TAMPINES AVE 4,07 TO 09,121,Improved,1984,66 years 05 months,530000,804 TAMPINES AVE 4,1.3457496,103.9373716,109.7849920631113,,,285.83005370002314,11,0,0,4
2017-07,TAMPINES,5 ROOM,381,TAMPINES ST 32,10 TO 12,122,Improved,1993,75 years 03 months,538000,381 TAMPINES ST 32,1.3540186,103.9589663,80.18430316704351,,,322.0996364688655,15,0,0,3
2017-07,TAMPINES,5 ROOM,142,SIMEI ST 2,01 TO 03,123,Improved,1988,69 years 08 months,550000,142 SIMEI ST 2,1.3453498,103.9551273,106.57968193085834,308.76956107389765,259.83173299979,558.4829170131334,18,1,2,2
2017-07,TAMPINES,5 ROOM,732,TAMPINES ST 71,10 TO 12,120,Improved,1997,78 years 11 months,559000,732 TAMPINES ST 71,1.3575587,103.9343204,95.12253913832036,,,151.8294285252156,17,0,0,2
2017-07,TAMPINES,5 ROOM,141,SIMEI ST 2,01 TO 03,122,Improved,1989,70 years 06 months,568000,141 SIMEI ST 2,1.3458514,103.9550698,52.74060023970621,349.95662237137543,300.1102913666675,517.3801688268661,17,1,2,1
2017-07,TAMPINES,5 ROOM,127,SIMEI ST 1,07 TO 09,121,Improved,1987,69 years 06 months,575000,127 SIMEI ST 1,1.3465842,103.9543164,102.41729057763199,389.9839830949814,341.3762257120622,401.40994281371627,17,1,2,2
2017-07,TAMPINES,5 ROOM,872,TAMPINES ST 84,04 TO 06,121,Improved,1988,70 years 05 months,575000,872 TAMPINES ST 84,1.3542217,103.9323541,100.51910589691254,,,168.25828616773703,14,0,0,3
2017-07,TAMPINES,5 ROOM,233,TAMPINES ST 21,07 TO 09,121,Improved,1985,66 years 10 months,582500,233 TAMPINES ST 21,1.3564093,103.9475287,21.485481160369904,432.0471530685924,368.05992803755436,213.75618186579322,19,2,2,4
2017-07,TAMPINES,5 ROOM,842C,TAMPINES ST 82,10 TO 12,136,Model A,1995,76 years 07 months,645000,842C TAMPINES ST 82,1.350929,103.9367585,173.52008251140367,,,123.61749537204825,15,0,0,5
2017-07,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,04 TO 06,108,DBSS,2008,90 years 05 months,650000,515B TAMPINES CTRL 7,1.3569678,103.9386677,116.88689182191666,513.933616393215,,367.65061933106296,15,1,0,1
2017-07,TAMPINES,5 ROOM,168D,SIMEI LANE,04 TO 06,107,DBSS,2011,92 years 08 months,658888,168D SIMEI LANE,1.3428587,103.9582587,54.60292470051837,,526.363885650024,,18,0,1,0
2017-07,TAMPINES,EXECUTIVE,125,TAMPINES ST 11,04 TO 06,146,Maisonette,1985,67 years 04 months,585000,125 TAMPINES ST 11,1.3463142,103.9501253,25.88373265515995,,489.0875349606275,136.789395315013,8,0,2,3
2017-07,TAMPINES,EXECUTIVE,739,TAMPINES ST 72,04 TO 06,140,Apartment,1997,79 years 02 months,590000,739 TAMPINES ST 72,1.3592279,103.9332099,113.76567514394414,,,289.7382463504919,12,0,0,1
2017-07,TAMPINES,EXECUTIVE,498D,TAMPINES ST 45,07 TO 09,143,Premium Apartment,1997,78 years 09 months,598000,498D TAMPINES ST 45,1.3611135,103.9595947,219.82214868376596,,,428.5881778344129,15,0,0,3
2017-07,TAMPINES,EXECUTIVE,124,TAMPINES ST 11,04 TO 06,148,Maisonette,1986,67 years 07 months,600000,124 TAMPINES ST 11,1.3451843,103.9497933,138.7092709825078,455.24943060218817,446.3890933692755,161.72659319519957,9,1,2,2
2017-07,TAMPINES,EXECUTIVE,495E,TAMPINES ST 43,04 TO 06,147,Apartment,1994,75 years 06 months,615000,495E TAMPINES ST 43,1.3640425,103.9524244,216.90993655762244,,,500.46833845285687,7,0,0,4
2017-07,TAMPINES,EXECUTIVE,938,TAMPINES AVE 5,01 TO 03,142,Apartment,1988,70 years 03 months,640000,938 TAMPINES AVE 5,1.3478783,103.9417411,43.92483213396676,,552.0547692578375,256.9541811483812,14,0,1,6
2017-07,TAMPINES,EXECUTIVE,874A,TAMPINES ST 84,04 TO 06,146,Maisonette,1989,70 years 07 months,640000,874A TAMPINES ST 84,1.3530901,103.9322429,23.038019043540466,,,139.13781038746095,16,0,0,2
2017-07,TAMPINES,EXECUTIVE,336,TAMPINES ST 32,04 TO 06,149,Apartment,1996,77 years 06 months,655000,336 TAMPINES ST 32,1.3525047,103.9603242,104.57575016617865,,,188.3696092171213,9,0,0,4
2017-07,TAMPINES,EXECUTIVE,230F,TAMPINES ST 24,10 TO 12,150,Apartment,1993,74 years 11 months,660000,230F TAMPINES ST 24,1.3562542,103.9507527,41.346706988721856,,,198.48555209979082,18,0,0,5
2017-07,TAMPINES,EXECUTIVE,125,TAMPINES ST 11,10 TO 12,146,Maisonette,1985,67 years 04 months,665000,125 TAMPINES ST 11,1.3463142,103.9501253,25.88373265515995,,489.0875349606275,136.789395315013,8,0,2,3
2017-07,TAMPINES,EXECUTIVE,230G,TAMPINES ST 21,10 TO 12,148,Apartment,1993,75 years,680000,230G TAMPINES ST 21,1.3561666,103.9503002,91.54054571936412,,,165.64687450553285,20,0,0,5
2017-07,TAMPINES,EXECUTIVE,331,TAMPINES ST 32,04 TO 06,153,Maisonette,1996,77 years 06 months,700000,331 TAMPINES ST 32,1.3533562,103.9597887,40.54407298429191,,,243.08864266534616,11,0,0,3
2017-07,TAMPINES,EXECUTIVE,245,TAMPINES ST 21,10 TO 12,150,Maisonette,1984,66 years 05 months,710000,245 TAMPINES ST 21,1.3532084,103.9464898,48.18460663753338,157.4694617440019,189.35403321222094,255.89334416663257,17,2,3,6
2017-07,TAMPINES,EXECUTIVE,245,TAMPINES ST 21,04 TO 06,150,Maisonette,1984,66 years 05 months,735000,245 TAMPINES ST 21,1.3532084,103.9464898,48.18460663753338,157.4694617440019,189.35403321222094,255.89334416663257,17,2,3,6
2017-07,TAMPINES,EXECUTIVE,147,SIMEI ST 2,01 TO 03,146,Maisonette,1988,69 years 09 months,740000,147 SIMEI ST 2,1.3455292,103.9558303,103.31466982013339,376.7227198967653,329.58979752260495,,18,1,2,0
2017-07,TAMPINES,EXECUTIVE,147,TAMPINES AVE 5,04 TO 06,142,Apartment,1985,66 years 09 months,750000,147 TAMPINES AVE 5,1.3492324,103.942181,70.20292234766842,,395.55889020246383,213.18045842631554,14,0,2,6
2017-08,TAMPINES,3 ROOM,297,TAMPINES ST 22,04 TO 06,73,Model A,1984,65 years 10 months,280000,297 TAMPINES ST 22,1.3511499,103.9547925,204.83138930696006,,,386.2089847905632,12,0,0,4
2017-08,TAMPINES,3 ROOM,405,TAMPINES ST 41,01 TO 03,60,Improved,1985,67 years 02 months,290000,405 TAMPINES ST 41,1.3578097,103.9449177,104.96311488917435,490.86094665373,402.8857671554168,461.0740817143904,15,1,1,4
2017-08,TAMPINES,3 ROOM,417,TAMPINES ST 41,04 TO 06,60,Improved,1985,67 years 04 months,290000,417 TAMPINES ST 41,1.3587809,103.9472759,21.950610095417034,,,207.7663165229049,12,0,0,4
